LC823739.1	vague species identification (LC823739.1 Artediellus sp. HUMZ:166735 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence), 4 other species exist
OR094583.1	vague species identification (OR094583.1 Lestrolepis sp. voucher 12S_W5 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 1 other species exist
OR094582.1	vague species identification (OR094582.1 Astronesthes sp. voucher 12S_G26 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 9 other species exist
OR094581.1	vague species identification (OR094581.1 Benthosema sp. voucher 12S_B3 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 3 other species exist
OR094580.1	vague species identification (OR094580.1 Maurolicus sp. voucher 12S_AA25 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 1 other species exist
OR094579.1	vague species identification (OR094579.1 Vinciguerria cf. mabahiss voucher 12S_A15 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 3 other species exist
LC815101.1	vague species identification (LC815101.1 Diaphus sp. CBM:ZF:23660 mitochondrial gene for 12S rRNA, partial sequence), 36 other species exist
LC812914.1	vague species identification (LC812914.1 Diogenichthys sp. CBM:ZF:23667 mitochondrial gene for 12S rRNA, partial sequence), 1 other species exist
LC812907.1	vague species identification (LC812907.1 Dasyscopelus sp. CBM:ZF:14749 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence), 2 other species exist
LC808153.1	vague species identification (LC808153.1 Lestrolepis sp. CBM:DNA No. 2000-056 mitochondrial gene for 12S rRNA, partial sequence), 1 other species exist
OR529473.1	vague species identification (OR529473.1 Caretta caretta x Lepidochelys olivacea voucher Hybrid B small subunit ribosomal RNA gene, partial sequence; mitochondrial), 0 other species exist
OR529472.1	vague species identification (OR529472.1 Caretta caretta X Eretmochelys imbricata X Chelonia mydas voucher Hybrid A small subunit ribosomal RNA gene, partial sequence; mitochondrial), 0 other species exist
LC801548.1	vague species identification (LC801548.1 Neobythites sp. CBM:ZF:23594 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence), 4 other species exist
LC749805.1	vague species identification (LC749805.1 Facciolella sp. CBM:ZF:22627 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence), 0 other species exist
LC797997.1	vague species identification (LC797997.1 Scopeloberyx sp. CBM:ZF:20179 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence), 2 other species exist
KC345344.1	vague species identification (KC345344.1 Trachylepis sp. Mab5 12S ribosomal RNA gene, partial sequence; mitochondrial), 52 other species exist
FJ667617.1	vague species identification (FJ667617.1 Madascincus sp. ZCMV 2283 12S ribosomal RNA gene, partial sequence; mitochondrial), 7 other species exist
OP264054.1	vague species identification (OP264054.1 Flexiseps aff. ornaticeps Sainte Luce isolate ACP3068 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 8 other species exist
OP264053.1	vague species identification (OP264053.1 Brachyseps aff. macrocercus Betampona isolate ACP3212 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 4 other species exist
OP264052.1	vague species identification (OP264052.1 Brachyseps aff. macrocercus Marojejy isolate ACP1659 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 4 other species exist
OP264050.1	vague species identification (OP264050.1 Brachyseps aff. frontoparietalis Betampona 2 isolate ACZCV 133 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 4 other species exist
OP264049.1	vague species identification (OP264049.1 Brachyseps aff. frontoparietalis Betampona 1 isolate ACZCV 78 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 4 other species exist
OP931293.1	vague species identification (OP931293.1 Cottus sp. Rhone lineage isolate NMBE 1072962 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931292.1	vague species identification (OP931292.1 Cottus sp. Rhone lineage isolate NMBE 1057603 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931291.1	vague species identification (OP931291.1 Cottus sp. Po profundal lineage isolate NMBE 1067327 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931290.1	vague species identification (OP931290.1 Cottus sp. Po profundal lineage isolate NMBE 1067318 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931289.1	vague species identification (OP931289.1 Cottus sp. Po profundal lineage isolate NMBE 1067323 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931288.1	vague species identification (OP931288.1 Cottus sp. Po profundal lineage isolate NMBE 1067321 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931287.1	vague species identification (OP931287.1 Cottus sp. Po profundal lineage isolate NMBE 1067320 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931286.1	vague species identification (OP931286.1 Cottus sp. Po profundal lineage isolate NMBE 1067816 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931285.1	vague species identification (OP931285.1 Cottus sp. Po profundal lineage isolate NMBE 1067815 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931284.1	vague species identification (OP931284.1 Cottus sp. Po lineage isolate NMBE 1063633 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931283.1	vague species identification (OP931283.1 Cottus sp. Po lineage isolate NMBE 1063598 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931282.1	vague species identification (OP931282.1 Cottus sp. Po lineage isolate NMBE 1074211 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931281.1	vague species identification (OP931281.1 Cottus sp. Po lineage isolate NMBE 1067324 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931280.1	vague species identification (OP931280.1 Cottus sp. Po lineage isolate NMBE 1063140 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931279.1	vague species identification (OP931279.1 Cottus sp. Po lineage isolate NMBE 1074212 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931278.1	vague species identification (OP931278.1 Cottus sp. Po lineage isolate NMBE 1074207 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931277.1	vague species identification (OP931277.1 Cottus aff. gobio Rhine lineage isolate NMBE 1082145 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931276.1	vague species identification (OP931276.1 Cottus aff. gobio Rhine lineage isolate NMBE 1082141 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931275.1	vague species identification (OP931275.1 Cottus aff. gobio Rhine lineage isolate NMBE 1083334 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931274.1	vague species identification (OP931274.1 Cottus aff. gobio Rhine lineage isolate NMBE 1083341 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931273.1	vague species identification (OP931273.1 Cottus aff. gobio Rhine lineage isolate NMBE 1083340 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931272.1	vague species identification (OP931272.1 Cottus aff. gobio Rhine lineage isolate NMBE 1084910 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931271.1	vague species identification (OP931271.1 Cottus aff. gobio Rhine lineage isolate NMBE 1084908 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931270.1	vague species identification (OP931270.1 Cottus aff. gobio Rhine lineage isolate NMBE 1083488 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931269.1	vague species identification (OP931269.1 Cottus aff. gobio Rhine lineage isolate NMBE 1080746 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931268.1	vague species identification (OP931268.1 Cottus aff. gobio Rhine lineage isolate NMBE 1080747 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931267.1	vague species identification (OP931267.1 Cottus aff. gobio Rhine lineage isolate NMBE 1071859 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931266.1	vague species identification (OP931266.1 Cottus aff. gobio Rhine lineage isolate NMBE 1071847 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931265.1	vague species identification (OP931265.1 Cottus aff. gobio Rhine lineage isolate NMBE 1068519 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931264.1	vague species identification (OP931264.1 Cottus aff. gobio Rhine lineage isolate NMBE 1068520 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931263.1	vague species identification (OP931263.1 Cottus aff. gobio Rhine lineage isolate Fishec 169600 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931262.1	vague species identification (OP931262.1 Cottus aff. gobio Rhine lineage isolate Fishec 168190 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931261.1	vague species identification (OP931261.1 Cottus aff. gobio Walen profundal lineage isolate NMBE 1064249 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931260.1	vague species identification (OP931260.1 Cottus aff. gobio Walen profundal lineage isolate NMBE 1064251 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931259.1	vague species identification (OP931259.1 Cottus aff. gobio Walen profundal lineage isolate NMBE 1064242 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931258.1	vague species identification (OP931258.1 Cottus aff. gobio Lucerne profundal lineage isolate NMBE 1069118 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931257.1	vague species identification (OP931257.1 Cottus aff. gobio Lucerne profundal lineage isolate NMBE 1069109 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931256.1	vague species identification (OP931256.1 Cottus aff. gobio Aare litoral lineage isolate NMBE 1066383 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931255.1	vague species identification (OP931255.1 Cottus aff. gobio Rhine lineage isolate NMBE 1069125 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931254.1	vague species identification (OP931254.1 Cottus aff. gobio Aare litoral lineage isolate NMBE 1065510 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931253.1	vague species identification (OP931253.1 Cottus aff. gobio Aare litoral lineage isolate NMBE 1061969 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931252.1	vague species identification (OP931252.1 Cottus aff. gobio Aare litoral lineage isolate NMBE 1065120 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931251.1	vague species identification (OP931251.1 Cottus aff. gobio Aare litoral lineage isolate NMBE 1065513 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931250.1	vague species identification (OP931250.1 Cottus aff. gobio Aare litoral lineage isolate NMBE 1070863 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931249.1	vague species identification (OP931249.1 Cottus aff. gobio Aare litoral lineage isolate NMBE 1070862 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931248.1	vague species identification (OP931248.1 Cottus aff. gobio Aare litoral lineage isolate NMBE 1059713 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931247.1	vague species identification (OP931247.1 Cottus aff. gobio Aare litoral lineage isolate NMBE 1059711 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931246.1	vague species identification (OP931246.1 Cottus aff. gobio Aare litoral lineage isolate Fishec 170057 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931245.1	vague species identification (OP931245.1 Cottus aff. gobio Aare litoral lineage isolate Fishec 170083 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931244.1	vague species identification (OP931244.1 Cottus aff. gobio Aare litoral lineage isolate Fishec 170056 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931243.1	vague species identification (OP931243.1 Cottus aff. gobio Aare litoral lineage isolate Fishec 168751 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931242.1	vague species identification (OP931242.1 Cottus aff. gobio Rhine lineage isolate NMBE 1081401 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
OP931241.1	vague species identification (OP931241.1 Cottus aff. gobio Rhine lineage isolate NMBE 1081402 small subunit ribosomal RNA gene, partial sequence; mitochondrial), 23 other species exist
